index,filename,block,block_namespace_id,block_details,block_natural_position,biome,biome_namespace_id,weather,dimension,dimension_namespace_id,time_ticks,time_description,version
0,warped_stem_000.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
1,warped_stem_001.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
2,warped_stem_002.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
3,warped_stem_003.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
4,warped_stem_004.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
5,warped_stem_005.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
6,warped_stem_006.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
7,warped_stem_007.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
8,warped_stem_008.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
9,warped_stem_009.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
10,warped_stem_010.png,warped_stem,minecraft:warped_stem,N/A,True,warped_forest,minecraft:warped_forest,N/A,the_nether,minecraft:the_nether,N/A,N/A,1.17.1
